tenure_months,monthly_charges,support_calls,plan,region,churn
15.0,103.74,2.0,basic,coast,1
44.0,59.39,1.0,basic,south,0
48.0,95.87,2.0,basic,south,1
56.0,67.55,1.0,basic,coast,0
32.0,55.08,0.0,plus,south,0
31.0,57.97,1.0,premium,north,0
60.0,55.28,1.0,basic,south,0
43.0,93.65,3.0,basic,north,1
34.0,63.55,1.0,plus,north,0
32.0,82.36,0.0,basic,south,0
65.0,84.45,0.0,plus,coast,0
30.0,58.81,1.0,plus,north,0
33.0,56.5,3.0,basic,south,0
57.0,89.18,0.0,plus,south,0
8.0,37.7,1.0,basic,north,1
29.0,55.79,1.0,premium,south,1
7.0,49.8,1.0,plus,north,0
18.0,60.46,0.0,premium,coast,0
28.0,44.53,1.0,plus,north,0
7.0,82.88,0.0,basic,coast,1
36.0,80.61,2.0,premium,coast,0
47.0,75.6,1.0,basic,coast,0
57.0,81.52,0.0,plus,coast,0
25.0,47.93,2.0,premium,coast,1
31.0,,2.0,basic,south,1
46.0,96.04,2.0,plus,south,0
67.0,96.56,0.0,premium,coast,0
10.0,104.08,1.0,basic,coast,1
34.0,101.38,1.0,plus,coast,1
56.0,80.25,3.0,basic,north,1
52.0,90.97,3.0,plus,north,0
26.0,54.99,2.0,basic,north,1
2.0,42.18,2.0,plus,south,1
55.0,60.63,0.0,basic,south,0
11.0,81.09,0.0,plus,south,1
41.0,59.77,0.0,basic,south,0
40.0,94.94,0.0,basic,south,1
67.0,68.87,1.0,plus,coast,0
6.0,53.88,2.0,basic,north,1
29.0,,1.0,basic,south,0
30.0,65.69,2.0,premium,north,1
19.0,91.75,0.0,premium,coast,1
70.0,64.77,2.0,plus,south,0
33.0,39.02,1.0,premium,north,0
66.0,80.73,2.0,basic,coast,0
53.0,,0.0,basic,coast,0
27.0,63.07,1.0,basic,south,1
46.0,,3.0,premium,coast,0
13.0,62.31,1.0,basic,coast,0
71.0,32.55,0.0,basic,south,0
53.0,,1.0,basic,north,0
9.0,83.85,2.0,plus,south,1
51.0,61.18,1.0,basic,coast,0
58.0,63.64,0.0,premium,south,0
64.0,71.91,1.0,plus,north,0
48.0,76.41,0.0,basic,coast,0
37.0,83.54,2.0,plus,north,0
42.0,60.96,1.0,premium,north,1
9.0,75.63,2.0,plus,north,1
51.0,100.7,0.0,basic,coast,1
5.0,74.35,2.0,basic,south,1
7.0,56.15,1.0,basic,north,0
40.0,67.71,1.0,basic,north,1
53.0,51.26,0.0,plus,north,0
3.0,91.53,0.0,plus,north,1
34.0,100.02,2.0,plus,south,1
23.0,42.58,0.0,basic,coast,0
28.0,60.95,0.0,plus,north,0
43.0,51.9,2.0,basic,south,1
31.0,86.56,1.0,premium,coast,1
22.0,,0.0,plus,coast,0
34.0,83.59,3.0,premium,coast,1
4.0,35.95,0.0,basic,south,1
61.0,61.65,3.0,basic,coast,0
16.0,81.43,2.0,basic,north,1
8.0,46.83,1.0,plus,south,0
16.0,73.59,1.0,premium,coast,0
54.0,51.85,2.0,basic,north,0
39.0,35.15,0.0,plus,coast,0
1.0,40.92,1.0,plus,coast,0
51.0,61.31,0.0,basic,coast,0
28.0,,1.0,basic,coast,0
33.0,81.55,1.0,basic,coast,0
2.0,81.59,2.0,plus,coast,1
19.0,70.27,1.0,basic,coast,1
54.0,88.48,1.0,plus,north,0
39.0,66.43,1.0,basic,north,1
14.0,81.77,1.0,basic,south,0
15.0,78.07,1.0,premium,south,0
50.0,50.77,1.0,premium,coast,0
57.0,52.0,0.0,plus,north,0
31.0,48.53,1.0,plus,north,0
35.0,94.92,3.0,plus,north,1
54.0,65.44,1.0,premium,north,0
70.0,38.52,1.0,plus,south,0
59.0,70.21,1.0,plus,south,0
51.0,54.23,1.0,basic,coast,0
47.0,101.41,2.0,basic,coast,1
14.0,55.35,0.0,plus,south,1
26.0,106.29,0.0,premium,north,0
68.0,99.74,1.0,premium,north,0
46.0,38.82,1.0,plus,coast,0
71.0,63.4,0.0,premium,south,0
31.0,54.39,1.0,basic,coast,1
38.0,57.66,1.0,plus,south,0
41.0,82.65,2.0,basic,coast,1
6.0,78.32,0.0,premium,coast,0
53.0,65.76,2.0,plus,north,0
43.0,65.6,0.0,plus,coast,0
10.0,,1.0,plus,north,0
42.0,80.12,2.0,basic,south,1
46.0,54.88,0.0,plus,north,0
42.0,,0.0,basic,south,0
65.0,102.9,0.0,basic,south,0
66.0,14.94,1.0,basic,south,0
44.0,82.57,1.0,plus,south,0
57.0,94.39,1.0,premium,coast,0
6.0,62.59,0.0,basic,south,1
41.0,24.86,3.0,basic,north,1
37.0,65.81,1.0,plus,south,0
58.0,71.02,2.0,basic,south,1
42.0,76.27,0.0,plus,south,0
48.0,70.21,2.0,premium,north,0
62.0,55.75,3.0,basic,south,0
2.0,67.58,2.0,basic,north,1
10.0,50.21,2.0,basic,coast,1
17.0,74.22,1.0,premium,coast,0
26.0,88.26,0.0,plus,north,0
53.0,106.3,2.0,plus,north,0
39.0,48.13,2.0,plus,north,0
36.0,77.6,1.0,plus,north,0
46.0,47.38,1.0,basic,south,0
56.0,78.88,0.0,plus,south,0
49.0,40.97,0.0,premium,north,0
49.0,,3.0,basic,north,1
26.0,85.1,0.0,premium,north,0
2.0,72.33,2.0,plus,north,1
13.0,89.42,3.0,basic,south,1
69.0,85.59,2.0,premium,coast,0
51.0,56.48,3.0,premium,coast,0
21.0,69.64,1.0,basic,north,1
13.0,55.44,1.0,basic,south,1
13.0,30.17,3.0,plus,coast,1
19.0,48.88,1.0,basic,south,0
16.0,74.81,0.0,basic,south,1
47.0,42.43,0.0,plus,south,0
47.0,89.12,0.0,plus,south,0
69.0,41.68,0.0,basic,coast,0
43.0,80.03,0.0,premium,coast,0
52.0,92.31,0.0,basic,coast,0
51.0,96.6,3.0,plus,south,0
6.0,70.08,2.0,basic,coast,1
58.0,87.83,0.0,basic,north,0
69.0,70.38,2.0,basic,coast,0
38.0,72.3,1.0,plus,north,0
51.0,55.22,2.0,plus,north,0
23.0,112.36,1.0,plus,coast,0
35.0,81.42,2.0,plus,coast,0
27.0,81.83,0.0,basic,north,0
16.0,61.5,1.0,plus,coast,0
29.0,65.38,0.0,basic,coast,0
51.0,81.58,1.0,plus,coast,0
69.0,54.55,0.0,plus,north,0
61.0,71.74,0.0,plus,coast,0
50.0,58.35,2.0,premium,coast,0
22.0,,0.0,basic,north,1
63.0,59.07,0.0,plus,north,0
19.0,83.67,0.0,plus,south,0
9.0,27.65,0.0,basic,south,1
27.0,49.95,1.0,plus,north,1
53.0,44.9,1.0,plus,north,0
51.0,66.06,1.0,plus,north,0
49.0,18.47,2.0,plus,north,0
56.0,80.58,2.0,basic,south,1
22.0,58.12,2.0,basic,south,0
28.0,83.19,0.0,plus,north,0
24.0,81.55,1.0,premium,north,0
27.0,63.19,3.0,plus,north,1
41.0,84.35,0.0,basic,north,0
20.0,76.98,0.0,basic,north,1
27.0,81.53,3.0,basic,south,1
54.0,53.77,0.0,basic,south,0
4.0,,0.0,basic,coast,1
46.0,40.16,1.0,basic,coast,1
23.0,73.32,3.0,plus,south,0
43.0,,1.0,plus,north,0
15.0,78.76,0.0,basic,north,1
60.0,101.66,1.0,basic,coast,0
19.0,71.52,5.0,plus,coast,1
29.0,52.83,1.0,basic,north,0
67.0,23.41,0.0,basic,north,0
27.0,63.04,1.0,basic,coast,1
65.0,86.23,1.0,basic,south,1
21.0,84.54,0.0,plus,north,0
16.0,74.34,2.0,plus,coast,1
16.0,77.98,2.0,basic,south,1
61.0,65.36,0.0,basic,coast,0
30.0,44.3,3.0,basic,coast,1
71.0,44.16,2.0,plus,south,0
66.0,57.0,0.0,plus,coast,0
53.0,59.38,1.0,basic,north,0
39.0,85.19,1.0,basic,coast,0
34.0,56.4,1.0,basic,coast,0
28.0,78.42,2.0,basic,coast,1
50.0,31.94,2.0,basic,north,0
37.0,47.43,2.0,plus,coast,0
27.0,,0.0,premium,coast,0
66.0,52.47,1.0,basic,coast,0
3.0,66.7,2.0,plus,coast,1
7.0,54.46,3.0,plus,coast,1
13.0,64.68,2.0,basic,north,1
12.0,73.82,0.0,basic,south,0
66.0,61.21,0.0,premium,south,0
47.0,85.08,1.0,plus,coast,0
54.0,74.76,1.0,plus,coast,0
13.0,86.62,3.0,plus,north,1
2.0,92.86,3.0,premium,north,1
21.0,89.12,2.0,basic,south,1
48.0,92.32,1.0,basic,north,0
60.0,63.18,3.0,basic,coast,0
24.0,87.65,2.0,premium,coast,1
37.0,99.14,0.0,basic,north,0
62.0,71.47,3.0,basic,north,1
57.0,110.59,0.0,basic,north,0
62.0,97.42,1.0,basic,north,0
68.0,31.22,0.0,basic,coast,0
18.0,78.3,0.0,plus,south,0
43.0,36.39,1.0,basic,north,1
47.0,84.24,0.0,plus,south,0
13.0,60.76,3.0,plus,north,0
52.0,31.05,1.0,plus,south,0
18.0,77.31,0.0,basic,south,0
62.0,63.23,2.0,plus,south,0
11.0,91.09,1.0,basic,north,0
4.0,41.6,3.0,basic,north,1
26.0,51.74,1.0,plus,coast,0
33.0,69.78,3.0,premium,south,1
28.0,70.33,0.0,premium,north,0
24.0,84.33,1.0,basic,south,0
71.0,48.58,3.0,plus,coast,0
8.0,66.98,0.0,basic,south,1
58.0,67.56,0.0,plus,coast,0
30.0,95.2,3.0,basic,south,1
56.0,74.57,1.0,plus,south,0
1.0,94.7,0.0,basic,north,0
47.0,70.33,0.0,premium,south,0
66.0,111.47,1.0,basic,coast,0
45.0,79.07,1.0,basic,north,0
71.0,94.24,1.0,plus,north,0
24.0,78.12,2.0,premium,south,0
59.0,40.94,2.0,plus,south,0
27.0,54.44,4.0,plus,north,0
23.0,,0.0,plus,south,0
17.0,83.55,1.0,basic,north,1
15.0,70.48,0.0,basic,north,0
68.0,51.76,0.0,plus,coast,0
32.0,44.82,1.0,basic,south,0
35.0,49.42,2.0,premium,north,0
32.0,99.02,0.0,basic,north,0
25.0,76.7,0.0,plus,north,1
26.0,96.21,2.0,plus,north,1
56.0,53.18,2.0,basic,south,0
5.0,72.54,1.0,basic,coast,1
16.0,72.76,0.0,plus,north,0
18.0,65.69,0.0,basic,south,1
35.0,45.06,0.0,basic,north,0
70.0,58.77,1.0,basic,coast,0
51.0,89.31,1.0,premium,coast,1
33.0,83.15,0.0,basic,north,1
23.0,60.3,1.0,basic,south,1
28.0,73.84,2.0,basic,south,1
19.0,85.5,0.0,plus,coast,0
27.0,69.24,1.0,plus,coast,0
51.0,86.42,3.0,premium,north,1
39.0,98.99,2.0,basic,south,1
2.0,96.53,1.0,basic,south,1
52.0,69.48,2.0,basic,coast,1
51.0,91.28,0.0,basic,coast,0
21.0,71.48,3.0,plus,coast,1
41.0,30.9,0.0,premium,south,0
50.0,101.5,1.0,premium,north,0
28.0,99.54,0.0,plus,south,1
66.0,113.75,1.0,basic,coast,0
7.0,77.32,2.0,premium,coast,0
8.0,69.14,1.0,premium,south,1
52.0,31.89,0.0,plus,south,0
24.0,24.46,2.0,basic,south,0
70.0,75.92,0.0,plus,coast,0
2.0,37.62,0.0,basic,coast,0
62.0,53.66,1.0,basic,south,0
7.0,67.76,3.0,premium,south,1
71.0,120.78,2.0,basic,coast,0
68.0,48.15,1.0,basic,north,0
3.0,84.65,4.0,basic,coast,1
45.0,63.18,1.0,premium,north,0
56.0,115.44,3.0,basic,north,1
61.0,,1.0,basic,north,0
54.0,60.3,2.0,basic,south,0
15.0,82.59,1.0,basic,north,0
65.0,70.88,2.0,basic,coast,0
18.0,44.96,0.0,plus,north,0
37.0,95.7,3.0,basic,south,1
68.0,92.62,1.0,plus,north,0
16.0,88.73,1.0,plus,coast,0
19.0,66.29,3.0,premium,north,1
8.0,77.28,0.0,basic,north,1
4.0,62.44,2.0,basic,north,1
53.0,90.78,3.0,basic,south,1
14.0,84.17,3.0,basic,south,1
58.0,,3.0,plus,north,1
41.0,82.9,0.0,plus,south,0
6.0,82.97,0.0,premium,south,0
11.0,80.96,1.0,basic,south,1
42.0,57.0,2.0,premium,south,1
23.0,105.28,1.0,premium,north,1
41.0,68.03,2.0,basic,coast,1
23.0,97.52,0.0,premium,north,1
9.0,81.71,1.0,plus,coast,1
33.0,66.12,3.0,premium,south,1
14.0,47.93,2.0,basic,south,0
22.0,112.86,0.0,premium,south,0
11.0,49.79,2.0,plus,north,0
69.0,64.55,2.0,basic,south,0
21.0,35.51,2.0,plus,coast,1
15.0,63.44,1.0,basic,south,1
33.0,89.48,1.0,plus,south,1
65.0,97.47,2.0,plus,north,0
42.0,60.65,1.0,plus,north,0
71.0,52.41,2.0,plus,north,0
70.0,44.43,2.0,plus,coast,0
60.0,69.43,0.0,premium,north,0
41.0,52.44,2.0,plus,coast,1
55.0,75.59,2.0,basic,north,1
13.0,84.07,1.0,basic,coast,1
9.0,82.08,2.0,plus,north,1
52.0,99.45,2.0,plus,south,1
39.0,76.9,2.0,plus,coast,1
65.0,61.78,2.0,basic,coast,0
49.0,38.71,1.0,basic,north,0
29.0,75.49,3.0,premium,north,0
36.0,61.51,1.0,plus,north,0
64.0,59.75,2.0,basic,coast,0
60.0,43.65,2.0,premium,south,0
66.0,,0.0,basic,south,0
52.0,70.91,0.0,premium,south,0
51.0,57.91,2.0,premium,south,0
38.0,91.44,0.0,plus,south,0
57.0,84.18,2.0,basic,south,0
23.0,63.72,2.0,basic,north,1
51.0,71.83,1.0,basic,coast,0
3.0,82.96,0.0,plus,coast,0
53.0,51.7,1.0,plus,south,0
46.0,124.44,3.0,basic,south,1
56.0,9.22,3.0,basic,coast,0
10.0,94.77,1.0,plus,coast,0
56.0,59.05,1.0,plus,coast,0
57.0,44.0,2.0,plus,coast,0
66.0,86.16,1.0,basic,south,0
51.0,106.56,2.0,basic,south,1
32.0,63.91,0.0,plus,coast,0
56.0,82.26,0.0,premium,north,0
59.0,86.98,0.0,basic,south,0
29.0,,2.0,basic,south,1
38.0,67.47,1.0,basic,coast,0
51.0,54.33,1.0,plus,south,0
13.0,82.85,1.0,plus,coast,0
53.0,83.13,2.0,plus,coast,0
5.0,,2.0,basic,south,0
28.0,73.13,3.0,basic,coast,1
43.0,69.19,3.0,basic,coast,1
1.0,95.58,0.0,basic,south,1
25.0,55.82,2.0,basic,south,1
43.0,60.7,1.0,basic,south,0
61.0,85.56,1.0,basic,south,0
59.0,59.83,2.0,basic,coast,1
61.0,41.87,4.0,plus,south,0
50.0,124.46,1.0,basic,coast,0
5.0,73.89,4.0,basic,south,1
48.0,,1.0,basic,coast,0
24.0,88.04,2.0,plus,south,1
32.0,63.75,0.0,basic,coast,0
26.0,49.46,3.0,plus,south,0
45.0,70.09,1.0,plus,north,0
24.0,75.37,1.0,premium,south,0
69.0,30.24,0.0,plus,south,0
49.0,59.18,3.0,premium,south,0
49.0,96.16,0.0,plus,south,0
67.0,71.5,1.0,plus,coast,0
28.0,70.33,2.0,plus,coast,1
10.0,81.89,2.0,basic,north,1
31.0,116.22,1.0,plus,north,1
35.0,82.67,3.0,premium,north,1
67.0,53.77,3.0,plus,north,0
34.0,62.46,1.0,plus,north,0
30.0,29.23,0.0,premium,north,0
17.0,98.57,4.0,plus,north,1
67.0,,0.0,basic,south,0
59.0,88.48,3.0,premium,south,0
1.0,51.09,0.0,basic,north,1
19.0,95.21,1.0,premium,south,0
35.0,,1.0,basic,north,0
41.0,71.08,1.0,plus,north,0
33.0,52.49,2.0,plus,south,0
26.0,63.03,2.0,basic,south,1
67.0,69.25,0.0,basic,south,0
4.0,53.95,0.0,basic,north,1
14.0,56.6,1.0,basic,south,1
25.0,74.5,1.0,basic,north,0
25.0,76.71,1.0,basic,north,1
66.0,55.77,1.0,basic,south,0
3.0,,2.0,basic,north,1
28.0,85.7,0.0,basic,south,0
62.0,75.93,2.0,basic,south,1
36.0,83.24,0.0,premium,coast,1
32.0,59.91,0.0,basic,coast,0
50.0,96.52,0.0,basic,south,0
41.0,34.3,0.0,premium,south,0
53.0,70.02,1.0,premium,coast,0
13.0,54.1,4.0,basic,north,1
37.0,89.18,0.0,plus,north,0
14.0,57.54,0.0,premium,north,0
16.0,52.41,3.0,plus,south,1
21.0,83.78,0.0,basic,south,0
32.0,81.14,0.0,plus,south,0
22.0,62.72,0.0,premium,south,0
19.0,50.67,2.0,basic,north,1
43.0,39.68,1.0,basic,coast,1
55.0,94.99,2.0,plus,south,0
38.0,82.79,3.0,basic,coast,1
15.0,63.23,1.0,plus,coast,0
17.0,83.95,0.0,premium,coast,0
26.0,68.89,2.0,basic,coast,1
23.0,67.31,1.0,plus,coast,0
33.0,65.6,0.0,basic,north,0
60.0,101.98,2.0,basic,south,0
9.0,103.12,1.0,basic,south,1
49.0,55.71,2.0,plus,south,0
55.0,54.46,3.0,basic,north,0
23.0,38.65,2.0,basic,south,0
21.0,52.62,1.0,basic,coast,1
45.0,91.34,1.0,basic,south,0
52.0,86.01,1.0,premium,coast,0
24.0,43.5,0.0,basic,coast,0
47.0,87.29,3.0,plus,north,0
20.0,60.17,2.0,plus,north,0
14.0,100.92,0.0,basic,coast,1
62.0,38.78,3.0,basic,coast,0
47.0,50.01,2.0,plus,north,0
9.0,63.73,2.0,basic,north,1
50.0,78.23,0.0,plus,south,0
40.0,60.24,2.0,basic,south,1
49.0,76.78,1.0,premium,north,0
28.0,56.83,2.0,basic,coast,0
14.0,81.2,1.0,basic,south,1
54.0,74.2,0.0,basic,north,0
22.0,50.47,0.0,basic,south,0
21.0,36.39,0.0,basic,south,1
33.0,54.1,3.0,basic,north,0
6.0,76.12,0.0,basic,coast,1
10.0,110.7,1.0,plus,coast,1
68.0,39.79,3.0,plus,north,0
22.0,77.92,3.0,basic,south,0
59.0,97.01,1.0,plus,south,0
32.0,53.75,1.0,plus,coast,0
11.0,116.1,2.0,basic,south,1
22.0,58.66,0.0,basic,coast,1
7.0,72.16,1.0,premium,coast,1
71.0,63.52,4.0,basic,coast,1
29.0,64.67,0.0,plus,north,0
31.0,51.89,1.0,basic,coast,0
25.0,82.55,0.0,plus,coast,0
60.0,89.72,1.0,plus,coast,0
64.0,79.04,2.0,basic,south,0
65.0,64.45,1.0,premium,north,0
66.0,19.47,0.0,basic,north,0
2.0,57.69,1.0,basic,south,1
16.0,51.01,1.0,basic,coast,1
29.0,61.17,0.0,plus,south,0
22.0,87.24,1.0,basic,south,1
12.0,85.85,0.0,premium,coast,0
57.0,54.41,1.0,plus,north,0
65.0,83.27,0.0,plus,south,0
41.0,40.75,0.0,basic,south,0
12.0,82.68,0.0,premium,south,0
34.0,63.49,1.0,basic,coast,1
27.0,25.27,1.0,plus,coast,0
58.0,89.37,2.0,plus,coast,0
58.0,39.1,1.0,premium,south,0
52.0,40.4,2.0,plus,north,0
27.0,92.4,2.0,basic,south,1
16.0,59.12,2.0,plus,coast,0
48.0,82.19,1.0,basic,coast,1
59.0,45.02,2.0,plus,coast,0
38.0,65.76,1.0,basic,north,1
35.0,45.34,1.0,basic,south,0
3.0,55.48,0.0,basic,north,1
38.0,36.24,1.0,basic,coast,1
17.0,64.31,0.0,basic,south,1
12.0,90.15,0.0,plus,north,1
63.0,45.56,0.0,basic,south,0
7.0,82.58,3.0,basic,north,1
15.0,61.01,1.0,basic,north,1
50.0,71.71,3.0,plus,north,1
16.0,62.35,0.0,plus,south,0
31.0,,1.0,basic,north,0
15.0,80.7,1.0,premium,coast,0
35.0,88.4,2.0,basic,south,1
10.0,62.05,1.0,plus,south,0
8.0,88.87,2.0,premium,north,1
71.0,41.82,1.0,basic,coast,0
11.0,71.55,2.0,basic,north,1
23.0,87.39,1.0,premium,south,1
44.0,43.99,0.0,plus,coast,0
61.0,60.64,1.0,plus,north,0
54.0,58.54,0.0,plus,coast,0
69.0,53.1,1.0,basic,south,0
52.0,104.75,0.0,plus,south,0
11.0,82.55,1.0,plus,coast,0
50.0,55.08,1.0,plus,coast,0
6.0,86.62,2.0,basic,south,1
2.0,31.36,1.0,basic,coast,1
57.0,55.03,0.0,plus,north,0
15.0,39.38,2.0,basic,north,0
34.0,75.51,2.0,plus,north,1
69.0,76.37,4.0,basic,north,0
37.0,72.25,0.0,basic,north,0
7.0,,0.0,basic,south,1
32.0,82.34,0.0,basic,north,0
60.0,61.03,1.0,basic,south,0
46.0,110.24,1.0,basic,coast,0
48.0,74.15,1.0,plus,south,0
46.0,73.95,1.0,basic,south,0
59.0,86.8,0.0,basic,north,0
26.0,52.46,2.0,plus,north,1
19.0,60.04,2.0,basic,north,1
37.0,60.72,3.0,basic,north,1
17.0,73.67,3.0,basic,north,1
5.0,,2.0,plus,coast,1
61.0,57.15,0.0,plus,south,0
54.0,56.2,3.0,basic,north,0
70.0,63.68,2.0,plus,south,0
32.0,65.67,1.0,basic,coast,1
62.0,66.16,0.0,basic,north,0
1.0,64.19,5.0,basic,coast,1
30.0,77.84,1.0,plus,coast,1
53.0,59.92,2.0,basic,coast,0
30.0,57.17,2.0,premium,north,0
23.0,26.92,4.0,plus,south,0
57.0,74.93,2.0,basic,north,0
27.0,84.39,1.0,basic,south,1
62.0,62.4,1.0,plus,north,0
34.0,78.18,4.0,basic,north,1
56.0,33.28,0.0,premium,coast,0
29.0,87.04,0.0,basic,north,1
31.0,107.76,0.0,basic,north,0
65.0,100.46,0.0,plus,south,0
17.0,37.92,2.0,basic,south,1
55.0,79.47,1.0,plus,south,0
47.0,,2.0,plus,coast,0
52.0,65.72,2.0,premium,north,0
37.0,76.26,1.0,basic,coast,0
30.0,71.47,1.0,basic,coast,1
27.0,74.36,0.0,basic,south,0
12.0,119.57,2.0,basic,south,1
49.0,75.25,1.0,plus,coast,0
65.0,52.32,2.0,premium,north,0
62.0,75.39,0.0,plus,coast,0
52.0,76.99,3.0,basic,south,0
67.0,53.88,0.0,plus,south,0
71.0,65.03,1.0,basic,north,0
52.0,34.19,1.0,basic,north,0
54.0,42.67,2.0,basic,south,0
29.0,27.96,1.0,basic,south,1
6.0,69.58,3.0,premium,coast,1
25.0,86.14,1.0,plus,south,1
7.0,76.28,1.0,premium,south,1
29.0,84.98,1.0,basic,north,1
4.0,48.1,0.0,basic,coast,1
52.0,80.36,0.0,plus,south,0
6.0,71.14,3.0,plus,north,1
4.0,94.59,3.0,plus,north,1
62.0,74.64,0.0,basic,north,0
53.0,65.56,3.0,basic,north,0
59.0,89.6,3.0,plus,coast,1
20.0,56.42,1.0,basic,coast,1
26.0,79.71,1.0,premium,coast,1
60.0,91.92,1.0,basic,coast,0
31.0,55.99,0.0,basic,south,0
42.0,93.08,4.0,basic,south,1
8.0,120.73,0.0,basic,north,1
69.0,100.58,3.0,plus,south,1
2.0,58.54,0.0,basic,south,1
29.0,89.23,0.0,basic,north,1
11.0,103.47,0.0,basic,north,1
53.0,84.4,2.0,basic,north,0
41.0,107.97,1.0,plus,north,0
15.0,46.64,0.0,plus,north,0
43.0,37.35,1.0,plus,south,0
23.0,61.55,2.0,premium,coast,1
9.0,81.39,1.0,plus,south,1
21.0,97.69,1.0,plus,coast,0
4.0,71.14,1.0,basic,coast,1
31.0,87.21,0.0,basic,coast,1
56.0,47.8,1.0,basic,coast,0
13.0,56.11,2.0,basic,coast,1
54.0,50.43,1.0,plus,coast,0
33.0,80.1,0.0,basic,coast,1
14.0,103.44,3.0,basic,south,1
36.0,128.89,4.0,premium,north,1
51.0,64.2,1.0,plus,north,0
53.0,62.45,0.0,plus,coast,0
60.0,114.59,1.0,plus,coast,0
12.0,84.19,3.0,basic,coast,1
58.0,88.13,1.0,plus,south,0
41.0,56.52,5.0,basic,north,1
47.0,71.72,3.0,basic,north,1
16.0,69.82,1.0,basic,south,0
11.0,81.63,0.0,plus,south,1
34.0,107.99,0.0,basic,south,0
56.0,63.18,2.0,basic,coast,0
32.0,90.41,0.0,basic,north,1
36.0,,3.0,basic,south,0
40.0,78.8,2.0,basic,north,1
66.0,53.85,2.0,plus,north,0
20.0,87.01,2.0,basic,coast,1
32.0,74.8,1.0,basic,north,1
26.0,70.57,3.0,premium,north,1
55.0,90.08,1.0,basic,north,0
11.0,43.27,2.0,plus,south,1
50.0,62.48,1.0,premium,north,0
56.0,,2.0,basic,south,0
39.0,76.66,4.0,plus,south,1
43.0,75.52,0.0,basic,coast,0
45.0,83.52,1.0,basic,south,0
42.0,87.2,2.0,basic,coast,0
21.0,56.42,0.0,plus,south,1
27.0,45.93,1.0,plus,north,1
46.0,86.06,2.0,plus,coast,0
6.0,88.71,2.0,premium,coast,1
41.0,80.57,1.0,plus,south,0
22.0,52.69,1.0,basic,north,0
48.0,82.22,0.0,basic,coast,0
7.0,68.59,0.0,plus,coast,1
40.0,49.05,1.0,plus,north,1
71.0,44.13,1.0,basic,south,0
24.0,64.12,2.0,plus,south,0
20.0,80.5,1.0,plus,north,1
9.0,75.85,1.0,plus,north,1
53.0,72.16,1.0,premium,south,0
40.0,78.05,0.0,plus,north,0
62.0,64.03,1.0,premium,south,0
33.0,70.28,2.0,plus,north,1
39.0,75.94,1.0,plus,north,0
5.0,,0.0,premium,south,1
14.0,98.57,3.0,basic,north,1
44.0,71.67,1.0,premium,coast,0
35.0,58.4,1.0,premium,coast,0
9.0,66.73,1.0,premium,coast,0
11.0,52.72,2.0,premium,coast,1
46.0,94.36,1.0,basic,north,0
49.0,55.27,1.0,plus,south,0
32.0,62.12,1.0,basic,coast,1
33.0,68.53,2.0,basic,south,1
64.0,48.24,0.0,basic,north,0
69.0,44.34,1.0,basic,south,0
51.0,59.94,0.0,basic,coast,0
49.0,79.13,1.0,plus,south,0
22.0,102.65,3.0,basic,south,1
15.0,43.24,1.0,plus,south,1
17.0,92.21,4.0,basic,north,1
56.0,80.75,2.0,basic,north,1
42.0,116.42,2.0,premium,south,1
11.0,68.39,1.0,plus,coast,0
62.0,62.2,2.0,basic,south,1
1.0,70.58,3.0,premium,south,1
6.0,63.66,3.0,basic,coast,1
33.0,42.47,1.0,plus,north,0
4.0,66.69,1.0,basic,north,1
58.0,68.15,0.0,premium,coast,0
7.0,68.62,1.0,plus,south,1
49.0,33.84,1.0,plus,north,1
35.0,50.89,3.0,plus,north,0
68.0,88.23,0.0,premium,south,0
53.0,77.46,1.0,plus,coast,0
12.0,68.56,2.0,basic,north,0
64.0,84.14,1.0,plus,north,0
45.0,52.56,0.0,basic,north,0
22.0,84.57,3.0,basic,north,1
70.0,28.04,1.0,plus,coast,0
8.0,105.9,1.0,basic,coast,1
51.0,43.16,1.0,basic,south,1
11.0,103.75,0.0,plus,south,0
22.0,44.51,3.0,basic,coast,1
40.0,64.79,2.0,basic,south,0
42.0,110.75,1.0,plus,coast,1
38.0,95.79,0.0,premium,coast,0
43.0,67.12,4.0,basic,north,1
27.0,75.41,1.0,basic,coast,1
21.0,59.51,1.0,basic,coast,1
7.0,96.76,1.0,basic,north,1
41.0,88.38,0.0,premium,north,1
38.0,97.3,3.0,basic,coast,1
37.0,82.62,2.0,basic,south,1
26.0,,0.0,basic,south,0
52.0,81.65,1.0,basic,south,0
62.0,61.84,1.0,basic,south,0
55.0,56.61,2.0,basic,coast,0
13.0,65.88,1.0,basic,coast,1
35.0,69.32,2.0,basic,south,1
62.0,104.54,2.0,plus,north,0
37.0,68.86,1.0,plus,south,0
66.0,70.36,1.0,basic,south,0
52.0,85.71,0.0,premium,north,0
53.0,60.03,2.0,plus,north,0
60.0,68.78,0.0,basic,north,0
34.0,54.48,1.0,plus,coast,0
71.0,,0.0,plus,north,0
41.0,64.3,0.0,basic,coast,1
48.0,50.19,0.0,basic,coast,0
44.0,51.02,0.0,basic,coast,1
43.0,57.98,0.0,plus,south,0
40.0,78.75,0.0,plus,coast,0
23.0,93.0,3.0,basic,coast,1
44.0,88.05,2.0,plus,north,0
17.0,50.79,0.0,plus,north,0
46.0,,1.0,plus,coast,0
59.0,32.13,2.0,plus,north,0
39.0,104.91,2.0,premium,south,1
